CATEGORIA,NOME CARDAPIO,NOME PDV,CÓD PDV,PREÇO VENDA CHEIO,DESCRICAO ITEM CARDAPIO
Outros,Wrap do meu jeito,WRAP DO MEU JEITO----,80350,34.9,A Soodeli traz para você a opção de montar seu próprio wrap! Do seu jeito!
Outros,Salada Coleslaw,ACP-60G COLESLAW,80351,0,"Salada de repolho branco com cenoura ralada, molho ranch e cebolinha."
Outros,Alface americana,ACP-30G ALFACE AMERI,80352,0,Alface americana.
Outros,Frango desfiado,ACP-70G FGO DESFIADO,80400,0,Frango desfiado refogado com cebola e salsinha.
Outros,Tiras de frango crocante.,ACP-FGO CROCANT TIRAS,80401,0,Tiras de filé de peito de frango empanado na farinha panko.
Outros,Peito de Peru ralado,ACP-60G PEITO PERU ,80402,0,Peito de peru ralado.
Outros,Salmão em lascas,ACP-60G SALMAO LASCAS,80403,9.9,Salmão em lascas.
Outros,Carne de sol desfiada,ACP-70G CARNE SOL,80404,4.9,Carne de sol desfiada.
Outros,Hamburguer de lentilha,ACP-2 UN HAMB LENTILH,80405,0,Hambúrguer de lentilha assado.
Outros,Camarão,ACP-70G CAMARAO,80406,9.9,Camarão temperados com azeite de ervas.
Outros,Falafel,ACP-5UN FALAFEL,80407,0,Falafel de grão de bico.
Outros,Caponata de berinjela e abobrinha,ACP-40G CAPONATA,80450,0,"Berinjela, abobrinha, cebola, uva passas e azeitonas."
Outros,Tomate em cubos,ACP-20G TOMATE CUBOS,80451,0,Tomate em cubos.
Outros,Tomate seco,ACP-30G TOMATE SECO,80452,0,Tomate seco.
Outros,Cenoura ralada,ACP-20G CENOURA,80453,0,Cenoura ralada.
Outros,Rúcula,ACP-15G RUCULA,80454,0,Rúcula.
Outros,Palha de batata doce,ACP-30G PALHA DOCE,80455,0,Palha de batata doce bem crocante.
Outros,Brócolis refogado,ACP-30G BROCOLIS,80456,0,Brócolis picadinho e temperado.
Outros,Milho verde,ACP-20G MILHO VERDE,80457,0,Milho verde.
Outros,Ovo de codorna,ACP-3UN OVO CODORNA,80458,0,Ovos de codorna.
Outros,Mix de grãos assados,ACP-10G MIX DE GRAOS,80459,0,"Aveia, linhaça, gergelim branco e gergelim preto."
Outros,Farofa de croutons,ACP-10G FAROFA CROUTN,80460,0,Farofa de croutons assados.
Outros,Castanhas granuladas,ACP-10G CASTANHA TRIT,80461,0,Castanhas granuladas.
Outros,Couve crispy,ACP-10G COUVE CRISPY,80462,0,Couve crispy.
Outros,Picles de cebola roxa,ACP-25G PICLS CEBOL R,80463,0,Picles de cebola roxa.
Outros,Ricota ralada,ACP-30G Q RICOTA RLD,80500,0,Queijo ricota ralado.
Outros,Mussarela ralada,ACP-30G MUSSARELA,80501,0,Queijo mussarela ralado.
Outros,Queijo Minas ralado,ACP-30G Q MINAS RLD,80502,0,Queijo minas ralado.
Outros,Queijo coalho ralado,ACP-30G Q COALHO RLD,80503,0,Queijo coalho ralado.
Outros,Queijo gorgonzola,ACP-20G Q GORGONZOLA,80504,0,Queijo gorgonzola em pedaços.
Outros,Creme de ricota,ACP-30G CREME RICOTA,80505,0,Creme de ricota.
Outros,Queijo parmesão ralado,ACP-15G PARMESAO SODE,80506,0,Queijo parmesão premium ralado.
Outros,Molho caesar,ACP-30G MLH CAESAR,80550,0,Molho clássico a base de queijo parmesão.
Outros,Molho sweet and sour,ACP-20G MLH SWEET SOU,80551,0,Molho agridoce.
Outros,Molho sour cream,ACP-30G MLH SOUR CREM,80552,0,Molho a base de creme de leite e sumo de limão.
Outros,Molho ranch,ACP-30G MLH RANCH,80553,0,"Clássico molho americano a base de maionese, creme de leite e ervas."
Outros,Molho mostarda e mel,ACP-30G MOSTARDA MEL,80554,0,Clássico molho a base de mel e mostarda amarela. 
Outros,Molho balsâmico,ACP-30G MLH BALSAMICO,80555,0,Molho agridoce a base de redução de vinagre balsâmico. 
Outros,Molho salsa ervas,ACP-20G MLH SALSA VER,80556,0,Molho a base de azeite e ervas frescas. 
Escolha um molho,Geleia de pimenta ,ACP-20G GELEIA PIMENTA,20403,0,Geleia de pimenta e abacaxi artesanal.
Selecione o molho (a parte),Geleia de pimenta ,EXT 30G-GELEIA PIMENTA,20404,0,Geleia de pimenta e abacaxi artesanal.
Escolha seu molho,Geleia de pimenta artesanal.,EXTRA-GELEIA PIMENTA SOOD,20405,0,Geleia de pimenta e abacaxi. Servido à parte. 40g
